customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TLC-02872,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,366.18,Yes
TLC-02873,Male,0,No,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,55.43,2821.05,No
TLC-02874,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.55,3106.56,Yes
TLC-02875,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.86,1654.71,No
TLC-02876,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,93.07,859.31,Yes
TLC-02877,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.74,1065.62,No
TLC-02878,Female,1,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),93.02,3537.96,No
TLC-02879,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.25,1577.84,No
TLC-02880,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.42,244.58,No
TLC-02881,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,6166.41,Yes
TLC-02882,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.51,862.8,No
TLC-02883,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.36,689.58,No
TLC-02884,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.33,1216.38,No
TLC-02885,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),97.71,4579.81,Yes
TLC-02886,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.55,3731.97,No
TLC-02887,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.84,5216.98,No
TLC-02888,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.35,1389.58,Yes
TLC-02889,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.5,117.8,No
TLC-02890,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,92.82,6571.34,No
TLC-02891,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.05,787.82,No
TLC-02892,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.06,627.7,No
TLC-02893,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,870.61,No
TLC-02894,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.5,400.24,Yes
TLC-02895,Male,1,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,59.54,3042.0,Yes
TLC-02896,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.11,3673.91,No
TLC-02897,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,85.76,2825.78,No
TLC-02898,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,76.15,4418.5,Yes
TLC-02899,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,94.33,381.9,Yes
TLC-02900,Female,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.71,6082.69,No
TLC-02901,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.63,3589.84,Yes
TLC-02902,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.41,3356.55,No
TLC-02903,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,67.67,3589.68,No
TLC-02904,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),81.06,1534.82,No
TLC-02905,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,68.19,3616.34,Yes
TLC-02906,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.12,1909.99,No
TLC-02907,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.98,334.22,No
TLC-02908,Male,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,77.77,3341.59,No
TLC-02909,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,102.43,4806.9,No
TLC-02910,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.79,850.89,No
TLC-02911,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.44,4087.79,Yes
TLC-02912,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),102.58,215.55,No
TLC-02913,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.49,607.06,No
TLC-02914,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,80.06,1366.54,No
TLC-02915,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.73,320.89,No
TLC-02916,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.31,4821.04,No
TLC-02917,Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.33,1209.82,Yes
TLC-02918,Male,1,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.45,2184.67,No
TLC-02919,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.88,312.82,No
TLC-02920,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1212.62,No
TLC-02921,Male,0,No,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,71.23,5047.16,No
TLC-02922,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,99.79,4209.43,Yes
TLC-02923,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1177.93,No
TLC-02924,Male,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.44,2291.23,Yes
TLC-02925,Female,1,No,Yes,37,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),68.42,2527.26,No
TLC-02926,Female,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,658.45,Yes
TLC-02927,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),56.75,674.1,No
TLC-02928,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,107.82,2274.72,No
TLC-02929,Female,0,No,Yes,28,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.5,1606.47,No
TLC-02930,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.92,252.47,No
TLC-02931,Female,0,No,Yes,67,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.11,4624.45,No
TLC-02932,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.65,1174.59,No
TLC-02933,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,99.8,3599.1,No
TLC-02934,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,61.26,3862.09,Yes
TLC-02935,Male,0,No,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,71.8,4726.67,No
TLC-02936,Male,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.75,171.08,No
TLC-02937,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.72,3639.66,No
TLC-02938,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),61.73,946.61,Yes
TLC-02939,Male,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,105.35,1054.7,No
TLC-02940,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.12,787.37,Yes
TLC-02941,Male,1,No,No,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.83,5538.29,No
TLC-02942,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.18,2179.37,No
TLC-02943,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.7,90.32,No
TLC-02944,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,872.92,No
TLC-02945,Female,1,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,95.75,4021.99,No
TLC-02946,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.51,199.56,No
TLC-02947,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.08,3667.49,No
TLC-02948,Female,1,No,No,64,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,78.18,5005.46,No
TLC-02949,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.52,5507.85,No
TLC-02950,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),72.55,418.42,No
TLC-02951,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.77,2674.35,Yes
TLC-02952,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.13,561.36,No
TLC-02953,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,85.83,4030.6,Yes
TLC-02954,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),99.0,3075.79,No
TLC-02955,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,80.0,1990.76,No
TLC-02956,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.01,488.84,Yes
TLC-02957,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,64.59,2902.83,No
TLC-02958,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.26,1304.39,No
TLC-02959,Male,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,75.87,4081.96,Yes
TLC-02960,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1011.58,No
TLC-02961,Male,0,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1119.42,No
TLC-02962,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.21,,No
TLC-02963,Female,1,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.79,1604.23,No
TLC-02964,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,370.93,No
TLC-02965,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.01,5892.04,No
TLC-02966,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),80.45,2264.77,No
TLC-02967,Male,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.35,949.62,No
TLC-02968,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.63,1585.16,No
TLC-02969,Male,0,No,No,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,78.86,5063.34,No
TLC-02970,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.24,52.97,Yes
TLC-02971,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.0,2098.69,No
TLC-02972,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,80.89,2915.65,Yes
TLC-02973,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.03,3378.25,No
TLC-02974,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.23,932.07,Yes
TLC-02975,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,70.99,2926.02,No
TLC-02976,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,58.83,2630.39,No
TLC-02977,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,92.71,5479.23,No
TLC-02978,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,67.89,801.57,Yes
TLC-02979,Male,1,No,No,30,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.38,2563.07,No
TLC-02980,Male,0,Yes,No,67,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,60.97,4071.39,No
TLC-02981,Male,1,No,No,61,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),50.81,3089.42,No
TLC-02982,Female,1,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.01,4981.43,No
TLC-02983,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.65,1689.87,Yes
TLC-02984,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),94.48,4920.03,Yes
TLC-02985,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),89.67,1532.95,No
TLC-02986,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),93.31,4664.97,No
TLC-02987,Female,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,96.25,3863.4,No
TLC-02988,Male,0,No,No,66,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.29,5357.77,No
TLC-02989,Male,1,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,78.49,5027.47,No
TLC-02990,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.79,145.74,No
TLC-02991,Female,1,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,91.83,3307.29,Yes
TLC-02992,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.96,800.6,No
TLC-02993,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.47,50.99,No
TLC-02994,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.33,1206.02,No
TLC-02995,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,428.09,No
TLC-02996,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.74,510.51,No
TLC-02997,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,94.24,4149.84,No
TLC-02998,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.33,1089.56,No
TLC-02999,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,106.05,1697.27,Yes
TLC-03000,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.63,5613.26,No
TLC-03001,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.82,1489.4,No
TLC-03002,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,104.82,5969.92,No
TLC-03003,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.4,58.66,No
TLC-03004,Female,1,No,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,77.85,4188.88,No
TLC-03005,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.87,3991.79,No
TLC-03006,Male,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.53,1129.81,No
TLC-03007,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,83.21,3658.08,No
TLC-03008,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.58,2605.05,No
TLC-03009,Female,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.86,3884.53,No
TLC-03010,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,1005.97,No
TLC-03011,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.88,729.59,No
TLC-03012,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.25,3290.51,Yes
TLC-03013,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.33,1102.46,Yes
TLC-03014,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),90.53,5152.91,No
TLC-03015,Female,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.29,1079.42,Yes
TLC-03016,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.94,324.37,No
TLC-03017,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.72,1922.01,Yes
TLC-03018,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.16,1353.29,No
TLC-03019,Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.2,3122.0,Yes
TLC-03020,Male,1,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.9,1137.38,No
TLC-03021,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,52.0,2753.55,No
TLC-03022,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.61,52.84,Yes
TLC-03023,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),104.0,1457.85,Yes
TLC-03024,Female,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.68,821.19,No
TLC-03025,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.05,91.47,Yes
TLC-03026,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.92,642.27,Yes
TLC-03027,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.97,5020.17,No
TLC-03028,Male,0,Yes,No,65,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),99.75,6473.44,No
TLC-03029,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.92,3293.36,Yes
TLC-03030,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.48,685.8,No
TLC-03031,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,92.19,3042.42,Yes
TLC-03032,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.28,629.44,Yes
TLC-03033,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,5812.93,Yes
TLC-03034,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,104.09,6120.68,Yes
TLC-03035,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.21,2225.24,No
TLC-03036,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.03,2492.4,No
TLC-03037,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,115.84,4742.96,No
TLC-03038,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,101.26,2735.6,No
TLC-03039,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,87.83,2274.13,Yes
TLC-03040,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),102.88,,No
TLC-03041,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.6,685.55,Yes
TLC-03042,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,63.96,2897.34,No
TLC-03043,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.47,1549.06,No
TLC-03044,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),71.03,2766.76,No
TLC-03045,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,76.57,3826.54,No
